
Testing the neural network:
Number: -658178, Predicted: even, Actual: even ✓
Number: -575935, Predicted: odd, Actual: odd ✓
Number: 848938, Predicted: even, Actual: even ✓
Number: 799031, Predicted: odd, Actual: odd ✓
Number: 299888, Predicted: even, Actual: even ✓
Number: -60550, Predicted: even, Actual: even ✓
Number: -106528, Predicted: even, Actual: even ✓
Number: 739217, Predicted: odd, Actual: odd ✓
Number: -145288, Predicted: even, Actual: even ✓
Number: 962287, Predicted: odd, Actual: odd ✓
Number: 936320, Predicted: even, Actual: even ✓
Number: -305934, Predicted: even, Actual: even ✓
Number: -994762, Predicted: even, Actual: even ✓
Number: -521312, Predicted: even, Actual: even ✓
Number: -97522, Predicted: even, Actual: even ✓
Number: -194115, Predicted: odd, Actual: odd ✓
Number: 182716, Predicted: even, Actual: even ✓
Number: -740532, Predicted: even, Actual: even ✓
Number: -905583, Predicted: odd, Actual: odd ✓
Number: -337207, Predicted: odd, Actual: odd ✓
Number: -578562, Predicted: even, Actual: even ✓
Number: -262805, Predicted: odd, Actual: odd ✓
Number: -360548, Predicted: even, Actual: even ✓
Number: -241941, Predicted: odd, Actual: odd ✓
Number: 630270, Predicted: even, Actual: even ✓
Number: -148014, Predicted: even, Actual: even ✓
Number: -231599, Predicted: odd, Actual: odd ✓
Number: -184499, Predicted: odd, Actual: odd ✓
Number: -166237, Predicted: odd, Actual: odd ✓
Number: -903273, Predicted: odd, Actual: odd ✓
Number: -939751, Predicted: odd, Actual: odd ✓
Number: -158348, Predicted: even, Actual: even ✓
Number: -317037, Predicted: odd, Actual: odd ✓
Number: -120428, Predicted: even, Actual: even ✓
Number: 667382, Predicted: even, Actual: even ✓
Number: -238353, Predicted: odd, Actual: odd ✓
Number: -232564, Predicted: even, Actual: even ✓
Number: -401649, Predicted: odd, Actual: odd ✓
Number: -915683, Predicted: odd, Actual: odd ✓
Number: -242749, Predicted: odd, Actual: odd ✓
Number: 433882, Predicted: even, Actual: even ✓
Number: -730965, Predicted: odd, Actual: odd ✓
Number: 735483, Predicted: odd, Actual: odd ✓
Number: 513490, Predicted: even, Actual: even ✓
Number: -69461, Predicted: odd, Actual: odd ✓
Number: -807438, Predicted: even, Actual: even ✓
Number: -81381, Predicted: odd, Actual: odd ✓
Number: -412421, Predicted: odd, Actual: odd ✓
Number: 303283, Predicted: odd, Actual: odd ✓
Number: -11834, Predicted: even, Actual: even ✓
Number: -399482, Predicted: even, Actual: even ✓
Number: -179284, Predicted: even, Actual: even ✓
Number: 952766, Predicted: even, Actual: even ✓
Number: -231243, Predicted: odd, Actual: odd ✓
Number: 985543, Predicted: odd, Actual: odd ✓
Number: -949236, Predicted: even, Actual: even ✓
Number: -627520, Predicted: even, Actual: even ✓
Number: 293869, Predicted: odd, Actual: odd ✓
Number: 158541, Predicted: odd, Actual: odd ✓
Number: 678379, Predicted: odd, Actual: odd ✓
Number: -751851, Predicted: odd, Actual: odd ✓
Number: -856968, Predicted: even, Actual: even ✓
Number: -532638, Predicted: even, Actual: even ✓
Number: -386809, Predicted: odd, Actual: odd ✓
Number: 997303, Predicted: odd, Actual: odd ✓
Number: 603739, Predicted: odd, Actual: odd ✓
Number: 459987, Predicted: odd, Actual: odd ✓
Number: 829989, Predicted: odd, Actual: odd ✓
Number: -50119, Predicted: odd, Actual: odd ✓
Number: 889632, Predicted: even, Actual: even ✓
Number: -57401, Predicted: odd, Actual: odd ✓
Number: -402818, Predicted: even, Actual: even ✓
Number: -711765, Predicted: odd, Actual: odd ✓
Number: 395687, Predicted: odd, Actual: odd ✓
Number: -919924, Predicted: even, Actual: even ✓
Number: 241102, Predicted: even, Actual: even ✓
Number: 176638, Predicted: even, Actual: even ✓
Number: 698908, Predicted: even, Actual: even ✓
Number: 505619, Predicted: odd, Actual: odd ✓
Number: 245140, Predicted: even, Actual: even ✓
Number: -445812, Predicted: even, Actual: even ✓
Number: -946387, Predicted: odd, Actual: odd ✓
Number: -930539, Predicted: odd, Actual: odd ✓
Number: -747195, Predicted: odd, Actual: odd ✓
Number: 35603, Predicted: odd, Actual: odd ✓
Number: 242803, Predicted: odd, Actual: odd ✓
Number: -328982, Predicted: even, Actual: even ✓
Number: -890796, Predicted: even, Actual: even ✓
Number: 418667, Predicted: odd, Actual: odd ✓
Number: -4946, Predicted: even, Actual: even ✓
Number: -405661, Predicted: odd, Actual: odd ✓
Number: 350841, Predicted: odd, Actual: odd ✓
Number: -998419, Predicted: odd, Actual: odd ✓
Number: 878764, Predicted: even, Actual: even ✓
Number: -262579, Predicted: odd, Actual: odd ✓
Number: -249036, Predicted: even, Actual: even ✓
Number: 867661, Predicted: odd, Actual: odd ✓
Number: 184918, Predicted: even, Actual: even ✓
Number: -623751, Predicted: odd, Actual: odd ✓
Number: 291468, Predicted: even, Actual: even ✓
Number: -991050, Predicted: even, Actual: even ✓
Number: 496604, Predicted: even, Actual: even ✓
Number: 955375, Predicted: odd, Actual: odd ✓
Number: 440151, Predicted: odd, Actual: odd ✓
Number: 265279, Predicted: odd, Actual: odd ✓
Number: 487447, Predicted: odd, Actual: odd ✓
Number: -100712, Predicted: even, Actual: even ✓
Number: 755362, Predicted: even, Actual: even ✓
Number: -919662, Predicted: even, Actual: even ✓
Number: -167909, Predicted: odd, Actual: odd ✓
Number: 497169, Predicted: odd, Actual: odd ✓
Number: -801598, Predicted: even, Actual: even ✓
Number: 701092, Predicted: even, Actual: even ✓
Number: -971147, Predicted: odd, Actual: odd ✓
Number: 447801, Predicted: odd, Actual: odd ✓
Number: 688662, Predicted: even, Actual: even ✓
Number: 784767, Predicted: odd, Actual: odd ✓
Number: 485041, Predicted: odd, Actual: odd ✓
Number: -514269, Predicted: odd, Actual: odd ✓
Number: 424987, Predicted: odd, Actual: odd ✓
Number: -453139, Predicted: odd, Actual: odd ✓
Number: 266154, Predicted: even, Actual: even ✓
Number: 786594, Predicted: even, Actual: even ✓
Number: -564206, Predicted: even, Actual: even ✓
Number: -924068, Predicted: even, Actual: even ✓
Number: 2, Predicted: even, Actual: even ✓
Number: -786600, Predicted: even, Actual: even ✓
Number: 113746, Predicted: even, Actual: even ✓
Number: 466698, Predicted: even, Actual: even ✓
Number: 160427, Predicted: odd, Actual: odd ✓
Number: 969440, Predicted: even, Actual: even ✓
Number: 520609, Predicted: odd, Actual: odd ✓
Number: -133825, Predicted: odd, Actual: odd ✓
Number: -419917, Predicted: odd, Actual: odd ✓
Number: -55348, Predicted: even, Actual: even ✓
Number: -30990, Predicted: even, Actual: even ✓
Number: 242833, Predicted: odd, Actual: odd ✓
Number: -219100, Predicted: even, Actual: even ✓
Number: 53339, Predicted: odd, Actual: odd ✓
Number: 516265, Predicted: odd, Actual: odd ✓
Number: -482553, Predicted: odd, Actual: odd ✓
Number: 282317, Predicted: odd, Actual: odd ✓
Number: -202734, Predicted: even, Actual: even ✓
Number: 844211, Predicted: odd, Actual: odd ✓
Number: -451615, Predicted: odd, Actual: odd ✓
Number: -67847, Predicted: odd, Actual: odd ✓
Number: 184782, Predicted: even, Actual: even ✓
Number: 665729, Predicted: odd, Actual: odd ✓
Number: -555735, Predicted: odd, Actual: odd ✓
Number: -994659, Predicted: odd, Actual: odd ✓
Number: -727617, Predicted: odd, Actual: odd ✓
Number: -914254, Predicted: even, Actual: even ✓
Number: 240900, Predicted: even, Actual: even ✓
Number: 857486, Predicted: even, Actual: even ✓
Number: -684881, Predicted: odd, Actual: odd ✓
Number: -60139, Predicted: odd, Actual: odd ✓
Number: -600743, Predicted: odd, Actual: odd ✓
Number: -101711, Predicted: odd, Actual: odd ✓
Number: -329980, Predicted: even, Actual: even ✓
Number: 616964, Predicted: even, Actual: even ✓
Number: 836606, Predicted: even, Actual: even ✓
Number: 432802, Predicted: even, Actual: even ✓
Number: -724915, Predicted: odd, Actual: odd ✓
Number: 730920, Predicted: even, Actual: even ✓
Number: -488218, Predicted: even, Actual: even ✓
Number: 880045, Predicted: odd, Actual: odd ✓
Number: -724461, Predicted: odd, Actual: odd ✓
Number: 4580, Predicted: even, Actual: even ✓
Number: -436482, Predicted: even, Actual: even ✓
Number: 195845, Predicted: odd, Actual: odd ✓
Number: 233837, Predicted: odd, Actual: odd ✓
Number: -47201, Predicted: odd, Actual: odd ✓
Number: -354412, Predicted: even, Actual: even ✓
Number: -436575, Predicted: odd, Actual: odd ✓
Number: -229365, Predicted: odd, Actual: odd ✓
Number: 311798, Predicted: even, Actual: even ✓
Number: -844769, Predicted: odd, Actual: odd ✓
Number: 122097, Predicted: odd, Actual: odd ✓
Number: 238750, Predicted: even, Actual: even ✓
Number: 382843, Predicted: odd, Actual: odd ✓
Number: 532314, Predicted: even, Actual: even ✓
Number: 780135, Predicted: odd, Actual: odd ✓
Number: 316006, Predicted: even, Actual: even ✓
Number: -823658, Predicted: even, Actual: even ✓
Number: 730003, Predicted: odd, Actual: odd ✓
Number: 1, Predicted: odd, Actual: odd ✓
Number: -722204, Predicted: even, Actual: even ✓
Number: -971733, Predicted: odd, Actual: odd ✓
Number: 378748, Predicted: even, Actual: even ✓
Number: 432376, Predicted: even, Actual: even ✓
Number: -206001, Predicted: odd, Actual: odd ✓
Number: -962980, Predicted: even, Actual: even ✓
Number: -627788, Predicted: even, Actual: even ✓

Accuracy on test set: 100.00%
